"","TARGET","CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY"
"55",0,"Cash loans","F","N","Y",0,202500,728460,57685.5
"56",1,"Cash loans","F","N","N",2,216000,545040,26509.5
"57",0,"Cash loans","F","N","Y",0,193500,728460,44694
"58",1,"Cash loans","M","N","N",2,157500,247275,19822.5
"59",0,"Cash loans","M","Y","Y",0,135000,251091,24457.5
"60",0,"Cash loans","M","N","N",0,67500,547344,19660.5
"61",0,"Cash loans","F","Y","Y",1,202500,1800000,62698.5
"62",0,"Revolving loans","F","Y","Y",2,202500,180000,9000
"63",1,"Cash loans","F","N","Y",0,112500,506889,33133.5
"64",1,"Cash loans","F","N","N",0,49500,441000,23922
"65",0,"Cash loans","M","Y","Y",0,180000,514602,58329
"66",0,"Cash loans","M","Y","Y",0,202500,254700,14350.5
"67",0,"Revolving loans","M","N","Y",0,225000,270000,13500
"68",0,"Cash loans","F","N","N",2,135000,355536,18153
"69",0,"Cash loans","F","Y","N",0,270000,679500,64516.5
"70",0,"Cash loans","F","N","Y",0,81000,284400,16011
"71",0,"Revolving loans","F","N","N",2,63000,180000,9000
"72",0,"Revolving loans","M","Y","Y",2,765000,540000,27000
"73",0,"Cash loans","F","N","Y",0,810000,675000,21906
"74",0,"Cash loans","F","N","Y",1,112500,127350,12532.5
"75",0,"Cash loans","M","Y","Y",1,270000,1104997.5,36648
"76",0,"Cash loans","F","N","Y",0,166500,1350000,37255.5
"77",0,"Cash loans","F","N","N",0,247500,755190,36459
"78",0,"Cash loans","M","Y","Y",0,180000,450000,27324
"79",0,"Cash loans","M","Y","Y",1,180000,1255680,41499
"80",0,"Cash loans","F","N","N",0,202500,225000,24363
"81",0,"Cash loans","F","N","N",0,128250,1350000,51421.5
"82",0,"Cash loans","M","Y","N",0,141457.5,420912,11101.5
"83",0,"Cash loans","M","Y","Y",1,306000,1078200,31653
"84",0,"Cash loans","F","N","Y",0,130500,521280,27423
"85",1,"Cash loans","F","N","Y",0,337500,781920,61906.5
"86",0,"Cash loans","F","N","N",0,117000,1195461,35082
"87",0,"Cash loans","M","N","Y",0,67500,107820,10017
"88",0,"Cash loans","F","N","N",1,157500,364896,17685
"89",0,"Cash loans","F","N","Y",0,135000,244584,16474.5
"90",0,"Cash loans","F","N","N",0,96750,954000,26235
"91",0,"Cash loans","F","N","Y",0,202500,533668.5,22738.5
"92",0,"Cash loans","F","Y","Y",3,90000,1125000,32895
"93",0,"Cash loans","M","N","Y",3,112500,675000,34596
"94",0,"Cash loans","F","Y","Y",0,209250,289597.5,14062.5
"95",0,"Cash loans","M","Y","Y",0,90000,436032,29268
"96",0,"Cash loans","M","Y","N",0,157500,862560,22882.5
"97",0,"Cash loans","M","N","N",1,130500,495000,26851.5
"98",0,"Cash loans","F","N","N",0,180000,328405.5,25920
"99",0,"Cash loans","F","N","Y",2,67500,215640,11290.5
"100",0,"Cash loans","F","N","N",0,180000,1762110,48586.5
"101",0,"Cash loans","F","N","Y",0,171000,1006920,39933
"102",0,"Cash loans","F","N","N",1,112500,508495.5,22527
"103",0,"Cash loans","F","N","N",0,121500,241618.5,22941
"104",0,"Cash loans","M","N","Y",0,90000,723996,34960.5
"105",0,"Cash loans","F","N","Y",0,315000,545040,20677.5
"106",0,"Cash loans","F","N","N",0,45000,225000,10953
"107",0,"Cash loans","F","N","Y",0,81000,1125000,32895
"108",1,"Cash loans","M","Y","N",0,166500,675000,36616.5
"109",0,"Cash loans","F","N","N",0,112500,592560,28638
"110",0,"Cash loans","M","Y","Y",1,225000,785398.5,40099.5
"111",0,"Cash loans","M","Y","Y",0,225000,1024740,49428
"112",0,"Cash loans","F","Y","Y",1,112500,922500,27103.5
"113",0,"Revolving loans","F","N","Y",0,112500,180000,9000
"114",0,"Cash loans","M","Y","Y",0,225000,873000,34105.5
"115",0,"Cash loans","F","N","Y",0,139500,715095,65718
"116",0,"Cash loans","F","N","Y",0,157500,1288350,37800
"117",0,"Cash loans","F","N","N",2,202500,1040463,36990
"118",0,"Cash loans","M","N","N",1,180000,405000,27396
"119",0,"Cash loans","F","N","Y",0,450000,260640,25906.5
"120",0,"Cash loans","F","N","Y",0,157500,592560,32274
"121",0,"Cash loans","F","N","N",0,63000,157500,6934.5
"122",0,"Cash loans","F","N","N",1,202500,760225.5,30280.5
"123",0,"Cash loans","M","Y","Y",0,90000,270000,14647.5
"124",0,"Cash loans","F","N","Y",0,157500,297130.5,13216.5
"125",0,"Cash loans","F","Y","N",1,360000,1535553,58617
"126",0,"Cash loans","F","N","Y",0,135000,1312110,52168.5
"127",0,"Cash loans","F","N","Y",0,328500,1035832.5,30285
"128",0,"Cash loans","M","N","Y",0,112500,792477,25695
"129",0,"Cash loans","M","Y","Y",0,270000,1762110,71901
"130",0,"Cash loans","F","N","N",0,130500,675000,20596.5
"131",0,"Revolving loans","M","Y","Y",2,9e+05,1237500,61875
"132",0,"Cash loans","F","N","Y",1,90000,675000,26284.5
"133",0,"Cash loans","F","N","N",1,135000,265851,19035
"134",0,"Cash loans","M","N","Y",0,180000,781920,43789.5
"135",0,"Cash loans","F","N","Y",0,225000,314100,13437
"136",0,"Cash loans","F","N","Y",0,157500,481500,16879.5
"137",0,"Cash loans","M","N","N",0,108000,367389,13743
"138",0,"Cash loans","F","Y","Y",1,270000,802773,47065.5
"139",0,"Cash loans","M","N","Y",0,81000,135000,13963.5
"140",0,"Cash loans","F","N","Y",0,225000,830214,24403.5
"141",0,"Cash loans","M","N","N",0,99000,272520,19957.5
"142",0,"Cash loans","F","N","Y",0,153000,1288350,37800
"143",0,"Cash loans","M","Y","Y",0,360000,616923,41355
"144",0,"Cash loans","M","N","Y",0,180000,545040,26509.5
"145",0,"Cash loans","F","N","Y",1,135000,942300,30528
"146",0,"Cash loans","F","Y","Y",0,202500,1485000,51745.5
"147",0,"Cash loans","F","N","N",0,135000,808650,21460.5
"148",0,"Cash loans","M","Y","Y",0,540000,678996,36963
"149",0,"Revolving loans","M","N","N",0,202500,180000,9000
"150",0,"Cash loans","M","Y","Y",0,202500,1113840,47322
"151",0,"Revolving loans","M","Y","Y",2,135000,135000,6750
"152",0,"Cash loans","M","Y","Y",0,315000,225000,24363
"153",0,"Cash loans","M","N","N",0,180000,1515100.5,39964.5
"154",0,"Cash loans","M","N","Y",2,112500,248877,16033.5
"155",0,"Cash loans","M","Y","Y",0,135000,460858.5,21613.5
"156",0,"Revolving loans","F","N","Y",0,58500,180000,9000
"157",0,"Cash loans","F","N","Y",0,144000,71955,7686
"158",0,"Cash loans","F","N","Y",0,157500,1078200,31653
"159",0,"Cash loans","M","N","Y",0,72000,192528,7384.5
"160",0,"Cash loans","M","N","Y",1,180000,755190,36459
"161",0,"Cash loans","F","N","Y",0,135000,518463,25218
"162",1,"Cash loans","M","N","N",2,135000,1203444,51120
"163",0,"Cash loans","M","Y","Y",1,180000,592560,35937
"164",0,"Cash loans","F","N","Y",1,67500,814041,23931
"165",0,"Cash loans","F","N","Y",3,180000,886090.5,35271
"166",1,"Cash loans","M","N","N",0,121500,192528,9495
"167",0,"Cash loans","F","N","Y",0,103500,142200,9387
"168",0,"Cash loans","F","Y","Y",1,157500,979992,28782
"169",0,"Cash loans","M","Y","Y",2,180000,354276,20466
"170",0,"Cash loans","M","Y","N",0,157500,545040,28894.5
"171",0,"Cash loans","F","N","Y",0,117000,630000,32296.5
"172",0,"Cash loans","M","N","N",1,360000,1256400,44644.5
"173",0,"Revolving loans","F","N","Y",2,112500,675000,33750
"174",0,"Cash loans","M","Y","Y",2,202500,67500,7087.5
"175",0,"Cash loans","M","Y","Y",0,162000,755190,29677.5
"176",0,"Cash loans","F","N","Y",1,157500,765000,30469.5
"177",1,"Cash loans","F","N","N",2,148500,679500,19867.5
"178",0,"Cash loans","F","Y","Y",0,67500,161730,11502
"179",0,"Cash loans","M","Y","Y",0,202500,270000,21645
"180",0,"Cash loans","M","Y","Y",1,135000,254700,27153
"181",0,"Cash loans","F","N","N",0,180000,679500,24070.5
"182",0,"Cash loans","M","Y","N",1,360000,607500,23670
"183",0,"Cash loans","M","N","Y",0,135000,199152,10296
"184",0,"Cash loans","F","N","N",1,157500,785398.5,35622
"185",0,"Cash loans","F","Y","Y",0,112500,385749,16474.5
"186",0,"Cash loans","F","N","Y",0,171000,1024740,52452
"187",0,"Cash loans","F","N","Y",0,96750,238896,19003.5
"188",1,"Cash loans","M","N","N",1,202500,1293502.5,37948.5
"189",0,"Cash loans","F","N","N",1,225000,364500,17725.5
"190",0,"Cash loans","M","N","Y",0,207000,1139845.5,48424.5
"191",0,"Cash loans","F","N","N",0,202500,536917.5,16276.5
"192",0,"Cash loans","M","Y","Y",0,157500,874363.5,44775
"193",0,"Cash loans","M","N","N",0,742500,1288350,34114.5
"194",0,"Cash loans","M","Y","N",0,157500,441000,21577.5
"195",0,"Cash loans","M","Y","Y",1,112500,314100,16164
"196",0,"Cash loans","F","N","Y",0,112500,9e+05,31887
"197",0,"Cash loans","M","Y","Y",0,135000,225000,12334.5
"198",0,"Cash loans","F","N","Y",0,126000,405000,19827
"199",0,"Cash loans","F","N","Y",0,180000,468333,34209
"200",0,"Cash loans","M","Y","Y",0,405000,318411,31621.5
"201",0,"Revolving loans","F","Y","Y",1,76500,135000,6750
"202",0,"Cash loans","F","N","Y",0,90000,129519,13401
"203",1,"Cash loans","M","N","Y",2,180000,211500,12910.5
"204",1,"Cash loans","F","N","Y",0,135000,269550,18891
"205",0,"Cash loans","F","N","Y",3,225000,239850,23364
"206",0,"Revolving loans","M","N","Y",1,247500,270000,13500
"207",0,"Cash loans","F","N","N",2,180000,360000,18508.5
"208",0,"Revolving loans","F","N","Y",0,90000,135000,6750
"209",0,"Cash loans","F","N","Y",2,90000,254700,18585
"210",0,"Cash loans","F","N","Y",0,135000,1350000,51552
"211",0,"Cash loans","F","N","N",0,90000,225000,18040.5
"212",0,"Cash loans","F","N","Y",1,202500,396171,15498
"213",1,"Cash loans","M","N","Y",0,103500,254700,20250
"214",0,"Cash loans","F","N","N",0,67500,170640,11236.5
"215",0,"Cash loans","M","Y","Y",0,360000,646776,47196
"216",0,"Cash loans","F","Y","Y",0,247500,835380,36927
"217",0,"Cash loans","F","N","Y",0,99000,1350000,37255.5
"218",0,"Cash loans","F","N","N",1,45000,152820,16344
"219",0,"Cash loans","M","N","Y",0,360000,2215224,58567.5
"220",0,"Cash loans","F","Y","N",0,225000,281493,19719
"221",0,"Cash loans","F","N","N",0,90000,284400,16011
"222",0,"Cash loans","M","N","Y",0,225000,1260000,34650
"223",0,"Revolving loans","F","N","Y",0,67500,180000,9000
"224",0,"Cash loans","F","N","Y",0,103500,263686.5,15268.5
"225",1,"Cash loans","F","N","Y",2,72000,509602.5,30924
"226",0,"Cash loans","F","N","N",0,112500,251280,11196
"227",0,"Revolving loans","M","Y","Y",1,157500,270000,13500
"228",0,"Cash loans","F","N","N",0,135000,328500,34987.5
"229",0,"Cash loans","M","Y","Y",1,180000,503266.5,59854.5
"230",0,"Cash loans","F","Y","Y",2,144000,339948,38448
"231",0,"Cash loans","F","N","Y",1,202500,762547.5,72531
"232",0,"Cash loans","F","N","Y",0,166500,824823,22810.5
"233",0,"Cash loans","F","N","N",0,180000,528633,20133
"234",0,"Cash loans","F","N","Y",0,135000,808650,23773.5
"235",0,"Cash loans","M","Y","N",1,112500,254700,14350.5
"236",0,"Cash loans","F","N","Y",0,112500,594261,33313.5
"237",0,"Revolving loans","M","N","Y",3,225000,180000,9000
"238",0,"Cash loans","F","N","Y",0,112500,585000,24916.5
"239",0,"Cash loans","M","Y","N",0,135000,1260000,36841.5
"240",0,"Cash loans","F","Y","Y",0,180000,1797354,47412
"241",0,"Cash loans","F","N","N",0,90000,334152,17059.5
"242",0,"Cash loans","M","Y","N",1,243000,454500,14661
"243",0,"Revolving loans","F","N","Y",0,234000,1237500,61875
"244",0,"Cash loans","M","Y","Y",0,202500,183784.5,16983
"245",0,"Cash loans","M","Y","N",0,202500,1006920,40063.5
"246",0,"Cash loans","F","N","N",0,103500,808650,24601.5
"247",0,"Cash loans","F","N","Y",0,112500,808650,23773.5
"248",0,"Revolving loans","F","N","Y",0,117000,270000,13500
"249",0,"Cash loans","F","N","Y",1,225000,823360.5,58684.5
"250",0,"Cash loans","F","N","N",0,67500,601470,25614
"251",0,"Cash loans","F","N","Y",1,112500,319500,25371
"252",0,"Cash loans","F","Y","Y",1,135000,1061599.5,31171.5
"253",1,"Cash loans","F","Y","Y",1,270000,1762110,48586.5
"254",0,"Cash loans","M","Y","Y",0,103500,312768,16096.5
"255",0,"Cash loans","F","N","Y",1,135000,1042560,32863.5
"256",0,"Cash loans","F","Y","Y",2,90000,450000,23107.5
"257",0,"Cash loans","F","N","Y",0,90000,808650,23175
"258",0,"Cash loans","F","N","Y",0,292500,835380,42781.5
"259",0,"Cash loans","F","N","Y",0,67500,427869,24021
"260",0,"Cash loans","F","N","Y",0,112500,467257.5,17743.5
"261",0,"Revolving loans","M","Y","N",1,180000,225000,11250
"262",0,"Cash loans","M","Y","Y",3,202500,891072,40396.5
"263",0,"Cash loans","M","N","Y",2,225000,450000,29430
"264",1,"Cash loans","M","Y","N",0,315000,1215000,38151
"265",0,"Cash loans","F","N","Y",0,202500,436032,20457
"266",0,"Cash loans","M","Y","Y",0,135000,299250,8356.5
"267",0,"Revolving loans","M","Y","Y",0,261000,495000,24750
"268",0,"Cash loans","M","Y","Y",0,117000,835605,27085.5
"269",0,"Cash loans","F","N","Y",0,180000,1724688,52420.5
"270",0,"Cash loans","M","N","Y",0,117000,592560,25236
"271",0,"Revolving loans","F","N","Y",1,135000,180000,9000
"272",0,"Cash loans","F","N","Y",2,112500,790434,33619.5
"273",0,"Cash loans","F","N","Y",0,135000,207000,16146
"274",0,"Cash loans","F","N","Y",0,99000,1762110,48586.5
"275",0,"Cash loans","F","N","Y",3,67500,314100,16573.5
"276",0,"Cash loans","F","N","N",0,112500,314100,16033.5
"277",0,"Cash loans","F","Y","N",2,220500,781920,34443
"278",0,"Cash loans","F","N","Y",0,180000,508495.5,20295
"279",0,"Cash loans","M","Y","Y",0,202500,640080,31261.5
"280",0,"Cash loans","M","Y","N",0,135000,225000,25447.5
"281",0,"Cash loans","M","N","Y",0,157500,288873,13594.5
"282",0,"Cash loans","F","N","Y",2,157500,612612,24426
"283",0,"Cash loans","F","N","Y",0,112500,454500,16974
"284",0,"Cash loans","M","Y","Y",0,90000,755190,34992
"285",0,"Cash loans","F","N","N",0,225000,808650,26217
"286",0,"Revolving loans","F","N","Y",0,157500,450000,22500
"287",0,"Cash loans","F","N","Y",0,135000,276277.5,19228.5
"288",0,"Cash loans","F","N","Y",2,157500,547344,28075.5
"289",0,"Cash loans","F","N","Y",2,189000,298512,29524.5
"290",0,"Cash loans","F","Y","Y",0,225000,1125000,40410
"291",0,"Cash loans","M","Y","N",0,247500,1666746,48735
"292",0,"Cash loans","F","N","Y",0,112500,326664,17851.5
"293",0,"Cash loans","M","Y","Y",0,218250,269550,19300.5
"294",0,"Cash loans","F","N","Y",0,112500,526500,36774
"295",0,"Cash loans","F","Y","Y",0,405000,360000,23134.5
"296",0,"Cash loans","F","N","Y",0,157500,312768,24840
"297",0,"Cash loans","M","N","Y",0,270000,9e+05,46084.5
"298",0,"Cash loans","F","Y","N",0,81000,544491,17563.5
"299",0,"Revolving loans","M","Y","Y",1,157500,180000,9000
"300",0,"Cash loans","F","Y","Y",0,270000,9e+05,45954
"301",0,"Cash loans","F","N","Y",0,135000,1174500,38947.5
"302",0,"Revolving loans","F","N","Y",0,67500,180000,9000
"303",0,"Cash loans","M","Y","Y",1,135000,521280,28408.5
"304",0,"Cash loans","M","N","Y",0,238500,545040,31288.5
"305",0,"Cash loans","M","Y","Y",1,202500,619965,22905
"306",0,"Cash loans","M","Y","Y",1,180000,339241.5,15943.5
"307",0,"Cash loans","F","N","Y",0,112500,450000,22018.5
"308",0,"Cash loans","M","Y","Y",1,112500,450000,22018.5
"309",1,"Cash loans","F","N","Y",0,90000,755190,38686.5
"310",0,"Cash loans","F","N","N",0,157500,254700,24939
"311",0,"Cash loans","F","N","Y",0,175500,1002870,42619.5
"312",0,"Cash loans","M","Y","Y",0,135000,528633,22527
"313",0,"Cash loans","F","N","Y",1,382500,835380,40320
"314",0,"Cash loans","F","N","Y",0,121500,239850,23364
"315",0,"Cash loans","F","N","N",0,101700,997974,39708
"316",0,"Cash loans","F","N","Y",0,90000,207306,10102.5
"317",0,"Cash loans","F","N","N",2,112500,9e+05,46084.5
"318",0,"Cash loans","F","N","Y",0,135000,1350000,37255.5
"319",0,"Cash loans","M","Y","Y",0,135000,605439,31041
"320",0,"Cash loans","F","N","Y",0,315000,568512,56358
"321",0,"Cash loans","F","N","Y",0,225000,1102500,36567
"322",0,"Cash loans","F","N","Y",1,126000,292500,19674
"323",0,"Cash loans","F","N","Y",0,112500,942300,27549
"324",0,"Cash loans","F","N","Y",0,270000,247500,25488
"325",0,"Cash loans","F","N","Y",0,157500,848745,40963.5
"326",0,"Cash loans","F","N","N",0,135000,1546020,40914
"327",0,"Cash loans","M","N","N",0,225000,495000,15138
"328",0,"Cash loans","F","Y","Y",1,135000,545040,25407
"329",0,"Cash loans","F","N","Y",0,112500,312768,16506
"330",0,"Cash loans","F","N","Y",2,121500,743031,39717
"331",0,"Cash loans","M","Y","N",1,126000,506889,19237.5
"332",0,"Cash loans","M","Y","Y",1,202500,481495.5,36130.5
"333",0,"Cash loans","F","Y","N",0,270000,781920,24682.5
"334",0,"Cash loans","F","N","Y",0,166500,270000,25897.5
"335",0,"Cash loans","F","N","Y",0,315000,781920,24970.5
"336",0,"Cash loans","M","Y","Y",0,157500,634887,32544
"337",0,"Cash loans","F","N","Y",0,90000,922500,27103.5
"338",0,"Cash loans","F","Y","Y",0,261000,479974.5,24637.5
"339",0,"Cash loans","F","N","Y",1,135000,679500,19998
"340",0,"Cash loans","M","Y","N",1,450000,545040,25407
"341",0,"Cash loans","F","N","Y",0,135000,521280,25209
"342",0,"Cash loans","F","N","N",1,90000,1078200,28570.5
"343",0,"Cash loans","F","N","N",0,315000,1042560,53091
"344",0,"Cash loans","M","Y","Y",0,360000,582768,46174.5
"345",0,"Cash loans","F","N","Y",2,540000,2156400,59301
"346",0,"Cash loans","F","Y","Y",0,202500,1024740,45139.5
"347",0,"Cash loans","M","Y","Y",0,225000,1223010,48631.5
"348",0,"Cash loans","F","Y","Y",1,126000,9e+05,35824.5
"349",1,"Cash loans","F","Y","Y",0,270000,1024740,49428
"350",0,"Cash loans","F","N","Y",0,141750,808650,23773.5
"351",0,"Cash loans","M","N","Y",0,135000,341280,24961.5
"352",0,"Cash loans","M","Y","N",0,292500,545040,26640
"353",0,"Cash loans","F","N","N",0,202500,755190,29677.5
"354",0,"Cash loans","M","Y","Y",1,180000,1042560,37575
"355",0,"Cash loans","M","Y","Y",3,225000,675000,24799.5
"356",1,"Cash loans","F","Y","Y",0,126000,284427,20826
"357",0,"Cash loans","F","N","N",0,90000,225000,14508
"358",0,"Cash loans","F","Y","Y",0,360000,1569051,54540
"359",0,"Revolving loans","F","N","Y",0,112500,337500,16875
"360",0,"Cash loans","F","N","Y",0,202500,502497,36693
"361",1,"Cash loans","F","Y","Y",0,112500,225000,24232.5
"362",0,"Cash loans","M","N","N",0,135000,568057.5,21766.5
"363",0,"Cash loans","F","N","Y",1,157500,1223010,51948
"364",0,"Cash loans","F","Y","Y",0,225000,229365,24831
"365",0,"Revolving loans","F","N","Y",2,135000,810000,40500
"366",0,"Cash loans","F","N","Y",0,135000,1006920,40063.5
"367",0,"Revolving loans","F","N","Y",0,180000,315000,15750
"368",0,"Cash loans","F","Y","Y",0,202500,1467612,62311.5
"369",0,"Cash loans","F","N","N",0,144000,337500,22554
"370",0,"Cash loans","F","N","Y",0,90000,309420,14553
"371",0,"Cash loans","M","N","N",0,90000,130365,8460
"372",0,"Cash loans","M","Y","Y",0,247500,781920,47965.5
"373",0,"Cash loans","F","N","N",0,112500,770292,30676.5
"374",0,"Cash loans","F","N","Y",0,85500,119925,12852
"375",0,"Cash loans","F","Y","Y",0,180000,1255680,41629.5
"376",0,"Cash loans","M","N","Y",0,157500,700830,20619
"377",0,"Cash loans","M","N","Y",1,135000,948582,27864
"378",0,"Cash loans","F","N","Y",0,112500,630000,18549
"379",0,"Cash loans","F","Y","N",2,225000,619965,16483.5
"380",0,"Cash loans","M","N","Y",0,225000,1125000,44617.5
"381",0,"Cash loans","M","N","Y",0,121500,935626.5,37233
"382",0,"Cash loans","F","Y","N",0,256500,9e+05,26316
"383",0,"Cash loans","F","N","Y",0,112500,654498,28957.5
"384",0,"Cash loans","M","Y","N",0,157500,1125000,37309.5
"385",1,"Revolving loans","F","N","N",0,112500,337500,16875
"386",0,"Revolving loans","M","N","Y",0,130500,382500,19125
"387",0,"Cash loans","F","N","N",0,90000,1006920,39933
"388",0,"Cash loans","F","N","Y",1,202500,238500,12307.5
"389",0,"Cash loans","F","N","Y",0,135000,1044000,34632
"390",0,"Cash loans","F","N","Y",3,180000,1489333.5,40954.5
"391",0,"Cash loans","F","N","Y",0,225000,585000,41733
"392",0,"Cash loans","F","N","Y",0,99000,528633,25560
"393",0,"Cash loans","M","Y","Y",1,180000,1650771,50179.5
"394",0,"Cash loans","M","N","N",0,90000,592560,22090.5
"395",0,"Cash loans","F","N","Y",0,90000,269550,14751
"396",0,"Revolving loans","M","N","N",0,76500,180000,9000
"397",0,"Cash loans","F","N","N",1,126000,675040.5,41427
"398",0,"Cash loans","F","Y","N",2,157500,474048,17568
"399",0,"Cash loans","F","N","Y",0,135000,157500,10336.5
"400",0,"Cash loans","F","N","N",0,63000,227493,14836.5
"401",0,"Revolving loans","F","N","Y",0,207000,585000,29250
"402",1,"Cash loans","M","N","Y",0,121500,497520,52920
"403",0,"Cash loans","F","N","N",0,36000,95940,9342
"404",0,"Cash loans","M","Y","N",0,270000,1138500,32755.5
"405",1,"Cash loans","F","N","N",0,157500,1800000,62568
"406",0,"Cash loans","F","N","Y",0,135000,840996,24588
"407",0,"Cash loans","M","N","Y",0,157500,315000,24507
"408",0,"Cash loans","F","N","Y",0,112500,675000,21906
"409",0,"Revolving loans","M","Y","N",0,103500,180000,9000
"410",0,"Cash loans","F","N","N",0,157500,426645,18922.5
"411",0,"Cash loans","F","N","Y",0,180000,409500,29970
"412",0,"Revolving loans","F","N","N",2,81000,180000,9000
"413",1,"Cash loans","M","N","Y",0,135000,521280,31630.5
"414",0,"Cash loans","M","Y","Y",0,144000,1056447,31018.5
"415",0,"Cash loans","F","Y","N",1,202500,781920,24682.5
"416",0,"Cash loans","F","N","N",0,202500,1174090.5,49873.5
"417",0,"Cash loans","F","N","N",0,166500,450000,53406
"418",0,"Cash loans","M","Y","N",1,90000,47970,5296.5
"419",0,"Cash loans","M","N","Y",0,117000,852088.5,33921
"420",0,"Revolving loans","F","N","Y",1,90000,180000,9000
"421",0,"Cash loans","M","N","N",1,112500,196677,23341.5
"422",0,"Revolving loans","F","N","N",0,90000,202500,10125
"423",0,"Cash loans","F","N","Y",0,157500,808650,26217
"424",0,"Cash loans","M","Y","Y",0,112500,269550,12001.5
"425",0,"Cash loans","M","N","N",0,90000,314055,16164
"426",0,"Cash loans","M","Y","N",0,103500,986274,28966.5
"427",1,"Cash loans","M","N","N",0,166500,477175.5,46615.5
"428",0,"Cash loans","M","Y","Y",0,202500,1350000,69903
"429",1,"Cash loans","F","N","Y",0,90000,490536,38884.5
"430",0,"Cash loans","F","N","Y",0,180000,765261,32553
"431",0,"Cash loans","M","Y","Y",0,247500,1546020,40914
"432",0,"Cash loans","F","N","Y",0,90000,208512,21496.5
"433",0,"Cash loans","M","Y","Y",0,112500,112500,12244.5
"434",0,"Revolving loans","F","N","Y",0,157500,135000,6750
"435",0,"Cash loans","M","Y","Y",0,225000,1787283,49279.5
"436",0,"Cash loans","M","N","Y",0,121500,107820,8473.5
"437",0,"Cash loans","F","N","N",1,157500,152820,17370
"438",0,"Revolving loans","F","Y","Y",0,112500,225000,11250
